pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
3215	PF02135	GO:0003712					transcription cofactor activity	molecular_function
3216	PF02135	GO:0004402				GO:0004403;GO:0004404;GO:0004405;GO:0004406;GO:0043166;GO:0046971;	histone acetyltransferase activity	molecular_function
3217	PF02135	GO:0008270					zinc ion binding	molecular_function
3218	PF02135	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3219	PF02135	GO:0005634					nucleus	cellular_component
3220	PF02136	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
3221	PF02136	GO:0005622					intracellular	cellular_component
3222	PF02137	GO:0003723					RNA binding	molecular_function
3223	PF02137	GO:0004000					adenosine deaminase activity	molecular_function
3224	PF02137	GO:0006396				GO:0006394;	RNA processing	biological_process
3225	PF02140	GO:0030246				GO:0005529;	carbohydrate binding	molecular_function
3226	PF02144	GO:0006281					DNA repair	biological_process
3227	PF02144	GO:0005634					nucleus	cellular_component
3228	PF02145	GO:0005096				GO:0005097;GO:0005098;GO:0005099;GO:0005100;GO:0005101;GO:0008060;GO:0017123;GO:0030675;GO:0046582;	GTPase activator activity	molecular_function
3229	PF02145	GO:0051056					regulation of small GTPase mediated signal transduction	biological_process
3230	PF02146	GO:0070403					NAD+ binding	molecular_function
3231	PF02148	GO:0008270					zinc ion binding	molecular_function
3232	PF02150	GO:0003677					DNA binding	molecular_function
3233	PF02150	GO:0003899				GO:0000129;	DNA-directed RNA polymerase activity	molecular_function
3234	PF02150	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
3235	PF02151	GO:0005515				GO:0045308;	protein binding	molecular_function
3236	PF02152	GO:0004150					dihydroneopterin aldolase activity	molecular_function
3237	PF02152	GO:0006760					folic acid-containing compound metabolic process	biological_process
3238	PF02153	GO:0004665					prephenate dehydrogenase (NADP+) activity	molecular_function
3239	PF02153	GO:0008977					prephenate dehydrogenase activity	molecular_function
3240	PF02153	GO:0006571					tyrosine biosynthetic process	biological_process
3241	PF02153	GO:0055114					oxidation-reduction process	biological_process
3242	PF02154	GO:0003774					motor activity	molecular_function
3243	PF02154	GO:0071973					bacterial-type flagellum-dependent cell motility	biological_process
3244	PF02154	GO:0009425					bacterial-type flagellum basal body	cellular_component
3252	PF02156	GO:0004553				GO:0016800;	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
3261	PF02161	GO:0003677					DNA binding	molecular_function
3262	PF02161	GO:0003707					steroid hormone receptor activity	molecular_function
3263	PF02161	GO:0005496					steroid binding	molecular_function
3264	PF02161	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3265	PF02161	GO:0043401					steroid hormone mediated signaling pathway	biological_process
3266	PF02161	GO:0005634					nucleus	cellular_component
3267	PF02163	GO:0004222					metalloendopeptidase activity	molecular_function
3268	PF02163	GO:0006508					proteolysis	biological_process
3277	PF02167	GO:0009055				GO:0009053;GO:0009054;	electron carrier activity	molecular_function
3278	PF02167	GO:0020037					heme binding	molecular_function
3279	PF02170	GO:0005515				GO:0045308;	protein binding	molecular_function
3280	PF02171	GO:0003676					nucleic acid binding	molecular_function
3281	PF02172	GO:0003712					transcription cofactor activity	molecular_function
3282	PF02172	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3283	PF02173	GO:0005515				GO:0045308;	protein binding	molecular_function
3284	PF02173	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3285	PF02174	GO:0005158					insulin receptor binding	molecular_function
3289	PF02176	GO:0008270					zinc ion binding	molecular_function
3290	PF02177	GO:0008201					heparin binding	molecular_function
3292	PF02179	GO:0051087					chaperone binding	molecular_function
3294	PF02182	GO:0042393					histone binding	molecular_function
3298	PF02184	GO:0006396				GO:0006394;	RNA processing	biological_process
3299	PF02184	GO:0005622					intracellular	cellular_component
3300	PF02185	GO:0007165				GO:0023033;	signal transduction	biological_process
3301	PF02186	GO:0006367					transcription initiation from RNA polymerase II promoter	biological_process
3302	PF02187	GO:0007050					cell cycle arrest	biological_process
3303	PF02188	GO:0030695				GO:0005083;	GTPase regulator activity	molecular_function
3307	PF02190	GO:0004176				GO:0004280;	ATP-dependent peptidase activity	molecular_function
3308	PF02190	GO:0006508					proteolysis	biological_process
3309	PF02196	GO:0005057					receptor signaling protein activity	molecular_function
3310	PF02196	GO:0007165				GO:0023033;	signal transduction	biological_process
3311	PF02198	GO:0043565					sequence-specific DNA binding	molecular_function
3312	PF02198	GO:0005634					nucleus	cellular_component
3316	PF02201	GO:0005515				GO:0045308;	protein binding	molecular_function
3319	PF02203	GO:0004888				GO:0004926;	transmembrane signaling receptor activity	molecular_function
3320	PF02203	GO:0006935					chemotaxis	biological_process
3321	PF02203	GO:0007165				GO:0023033;	signal transduction	biological_process
3322	PF02203	GO:0016020					membrane	cellular_component
3323	PF02205	GO:0003779					actin binding	molecular_function
3324	PF02207	GO:0008270					zinc ion binding	molecular_function
3325	PF02209	GO:0003779					actin binding	molecular_function
3326	PF02209	GO:0007010					cytoskeleton organization	biological_process
3327	PF02211	GO:0018822					nitrile hydratase activity	molecular_function
3328	PF02212	GO:0003924					GTPase activity	molecular_function
3329	PF02212	GO:0005525					GTP binding	molecular_function
3330	PF02213	GO:0005515				GO:0045308;	protein binding	molecular_function
3331	PF02214	GO:0051260					protein homooligomerization	biological_process
3336	PF02219	GO:0004489				GO:0008702;	methylenetetrahydrofolate reductase (NAD(P)H) activity	molecular_function
3337	PF02219	GO:0006555					methionine metabolic process	biological_process
3338	PF02219	GO:0055114					oxidation-reduction process	biological_process
3339	PF02224	GO:0004127					cytidylate kinase activity	molecular_function
3340	PF02224	GO:0005524					ATP binding	molecular_function
3341	PF02224	GO:0006139				GO:0055134;	nucleobase-containing compound metabolic process	biological_process
3346	PF02229	GO:0003677					DNA binding	molecular_function
3347	PF02229	GO:0003713					transcription coactivator activity	molecular_function
3348	PF02229	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3349	PF02230	GO:0016787					hydrolase activity	molecular_function
3352	PF02233	GO:0008750					NAD(P)+ transhydrogenase (AB-specific) activity	molecular_function
3353	PF02233	GO:0050661					NADP binding	molecular_function
3354	PF02233	GO:0055114					oxidation-reduction process	biological_process
3355	PF02233	GO:0016021					integral component of membrane	cellular_component
3356	PF02234	GO:0004861					cyclin-dependent protein serine/threonine kinase inhibitor activity	molecular_function
3357	PF02234	GO:0007050					cell cycle arrest	biological_process
3358	PF02234	GO:0005634					nucleus	cellular_component
3363	PF02237	GO:0006464					cellular protein modification process	biological_process
3364	PF02240	GO:0050524				GO:0018552;	coenzyme-B sulfoethylthiotransferase activity	molecular_function
3365	PF02240	GO:0015948					methanogenesis	biological_process
3366	PF02241	GO:0050524				GO:0018552;	coenzyme-B sulfoethylthiotransferase activity	molecular_function
3367	PF02244	GO:0004180					carboxypeptidase activity	molecular_function
3368	PF02244	GO:0006508					proteolysis	biological_process
3369	PF02245	GO:0003677					DNA binding	molecular_function
3370	PF02245	GO:0003905				GO:0004036;	alkylbase DNA N-glycosylase activity	molecular_function
3371	PF02245	GO:0006284					base-excision repair	biological_process
3377	PF02249	GO:0050524				GO:0018552;	coenzyme-B sulfoethylthiotransferase activity	molecular_function
3378	PF02249	GO:0015948					methanogenesis	biological_process
3380	PF02252	GO:0008537					proteasome activator complex	cellular_component
3381	PF02253	GO:0004620					phospholipase activity	molecular_function
3382	PF02253	GO:0006629					lipid metabolic process	biological_process
3383	PF02253	GO:0016020					membrane	cellular_component
3384	PF02254	GO:0006813				GO:0015458;	potassium ion transport	biological_process
3385	PF02255	GO:0009401					phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process
3386	PF02257	GO:0003677					DNA binding	molecular_function
3387	PF02257	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
3390	PF02259	GO:0005515				GO:0045308;	protein binding	molecular_function
3391	PF02260	GO:0005515				GO:0045308;	protein binding	molecular_function
3392	PF02261	GO:0004068					aspartate 1-decarboxylase activity	molecular_function
3393	PF02261	GO:0006523					alanine biosynthetic process	biological_process
3394	PF02262	GO:0004871				GO:0005062;GO:0009369;GO:0009370;	signal transducer activity	molecular_function
3395	PF02262	GO:0007166					cell surface receptor signaling pathway	biological_process
3396	PF02262	GO:0005634					nucleus	cellular_component
3397	PF02263	GO:0003924					GTPase activity	molecular_function
3398	PF02263	GO:0005525					GTP binding	molecular_function
3399	PF02264	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
3400	PF02264	GO:0016020					membrane	cellular_component
3401	PF02265	GO:0003676					nucleic acid binding	molecular_function
3402	PF02265	GO:0004519					endonuclease activity	molecular_function
3403	PF02265	GO:0006308					DNA catabolic process	biological_process
3404	PF02267	GO:0003953					NAD+ nucleosidase activity	molecular_function
3405	PF02268	GO:0006367					transcription initiation from RNA polymerase II promoter	biological_process
3406	PF02268	GO:0005672					transcription factor TFIIA complex	cellular_component
3407	PF02269	GO:0006366				GO:0032568;GO:0032569;	transcription from RNA polymerase II promoter	biological_process
3408	PF02270	GO:0006366				GO:0032568;GO:0032569;	transcription from RNA polymerase II promoter	biological_process
3409	PF02270	GO:0006367					transcription initiation from RNA polymerase II promoter	biological_process
3410	PF02270	GO:0005674					transcription factor TFIIF complex	cellular_component
3411	PF02271	GO:0006122					mitochondrial electron transport, ubiquinol to cytochrome c	biological_process
3412	PF02271	GO:0005750				GO:0015008;	mitochondrial respiratory chain complex III	cellular_component
3413	PF02272	GO:0003676					nucleic acid binding	molecular_function
3416	PF02276	GO:0005506					iron ion binding	molecular_function
3417	PF02276	GO:0009055				GO:0009053;GO:0009054;	electron carrier activity	molecular_function
3418	PF02276	GO:0020037					heme binding	molecular_function
3419	PF02276	GO:0019684					photosynthesis, light reaction	biological_process
3420	PF02276	GO:0030077					plasma membrane light-harvesting complex	cellular_component
3421	PF02277	GO:0008939					nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	molecular_function
3422	PF02277	GO:0009236					cobalamin biosynthetic process	biological_process
3423	PF02278	GO:0016829					lyase activity	molecular_function
3424	PF02278	GO:0005576					extracellular region	cellular_component
3427	PF02283	GO:0000166					nucleotide binding	molecular_function
3428	PF02283	GO:0043752					adenosylcobinamide kinase activity	molecular_function
3429	PF02283	GO:0009236					cobalamin biosynthetic process	biological_process
3430	PF02283	GO:0051188					cofactor biosynthetic process	biological_process
3431	PF02284	GO:0004129					cytochrome-c oxidase activity	molecular_function
3432	PF02284	GO:0005743					mitochondrial inner membrane	cellular_component
3434	PF02286	GO:0016836					hydro-lyase activity	molecular_function
3435	PF02286	GO:0031419					cobalamin binding	molecular_function
3436	PF02286	GO:0050215					propanediol dehydratase activity	molecular_function
3437	PF02286	GO:0008152					metabolic process	biological_process
3438	PF02289	GO:0018759					methenyltetrahydromethanopterin cyclohydrolase activity	molecular_function
3439	PF02289	GO:0006730				GO:0019753;GO:0019754;	one-carbon metabolic process	biological_process
3440	PF02290	GO:0008312					7S RNA binding	molecular_function
3441	PF02290	GO:0030942					endoplasmic reticulum signal peptide binding	molecular_function
3442	PF02290	GO:0006614					SRP-dependent cotranslational protein targeting to membrane	biological_process
3443	PF02290	GO:0005786				GO:0005855;	signal recognition particle, endoplasmic reticulum targeting	cellular_component
3444	PF02291	GO:0006352					DNA-templated transcription, initiation	biological_process
3445	PF02293	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
3446	PF02293	GO:0016020					membrane	cellular_component
